Tweet id	Poster username	Tweet post Date	Tweet text	Number of retweets	Tweet type
1090710147180257286	@cvonruhland	2019-01-31 02:05:38	You are a brave soul speaking truth to power, but it is too late: climate change is already happening and will get worse.	0	Tweet
1090707231136452608	@woods_walk	2019-01-31 01:54:02	Greta, great work. Here in USA there are deep divisions in our society. The majority support initiatives to help reverse climate change and save our planet. But there are also very powerful corporations and politicians associated with them working only for greed & self enrichment	1	Tweet
1090637877904592896	@PerssonFritjof	2019-01-30 21:18:27	Greta Thunberg, an innocent girl press ganged into the horrible apprenticeship as a scum trainee by the international crime syndicate Climate Change.	0	Tweet
1090609864328531968	@tweetadamvictor	2019-01-30 19:27:08	@ GretaThunberg An idea came to me that is perhaps humanity's best chance at tackling climate change. I have no power to make it happen but with your voice and prominence, you do. It might just change the world. May I send you this idea? I ask for nothing in return.	0	Tweet
1090597252178026497	@DonaldEtler	2019-01-30 18:37:01	Young lady, you are not fully aware of the motivations of the people informing you. When I was your age they screamed global cooling will kill us. That switched to global warming and now climate change is dire. I fear this will cycle through your life until freedom is lost.	0	Tweet
1090573076033462272	@theonlyrealash	2019-01-30 17:00:57	@ GretaThunberg is right in her vision of our future unless we change. Scientists say we can still avoid crippling effects of climate change with immediate action. That requires immediate phaseout of dirty energy & eating no meat. I have turned vegetarian. Anyone care to join? Ash	0	Tweet
1090526247854039040	@Phillip87815913	2019-01-30 13:54:53	Hi Greta,the only thing that is strange is that governments aren’t doing anywhere near enough to tackle climate change and it takes ALL of us who are concerned to never take a step backwards.We only have one world,keep fighting Greta	0	Tweet
1090512178208272384	@Stellan75	2019-01-30 12:58:58	It is TIME, it is TIME to start calling the climate change what it is!!! This is the WORLD WAR 3 and we aldready know that we have at least 50-100 years ahead of us with struggle!	0	Tweet
1090510955904151552	@byvlstr	2019-01-30 12:54:07	Please continue. Your commitment adds a lot to a fast climate change impact mitigation hope 💪 # ClimateStrike # SchoolStrike4Climate	0	Tweet
1090500796574285824	@brucewilson	2019-01-30 12:13:45	I gave a guest church sermon about this almost 20 years ago. About kids leading the fight against climate change. I don't think people much liked it at the time.	0	Tweet
1090456648521379840	@CooperLorne	2019-01-30 09:18:19	@ GretaThunberg I've followed the global cooling/global warming/Climate change scene for 40 years. it is a scam to raise money. We are entering a 400 yr Grand Solar Minimum cycle of cooling. YOU are not aware as you were indoctrinated not educated. Sorry. https://twitter.com/GretaThunberg/status/1090247150276096002 …	0	Retweet
1090408831866220544	@BrijeshVerma9	2019-01-30 06:08:18	One request. You must post daily one tweet to aware every children about "abrupt climate change" and present situation around the world with reference so that that can be forwarded & shared easily since you are in touch of latest & authentic information. # EnergyPerspective @ UN	0	Tweet
1090402315784343552	@Nolanelle	2019-01-30 05:42:25	@ GretaThunberg U have been cheated in your educationBC global warming is a LIE. That is why the ruling elite changed the name to climate change to make it sound real againBT it’s still same old global warming data tht is false,fudged data fm its origin by 2 UKsci.who admitted it!	0	Tweet
1090367708762464256	@parry01070441	2019-01-30 03:24:54	@ GretaThunberg I think the impact of climate change is something we as a youth should care about。	0	Tweet
1090366435875057668	@Xomax1	2019-01-30 03:19:50	Great. Although everybody knows fact on climate change, too few are listening to experts seriously. But, it seems many people are listening your words. Pls. Go on.	0	Tweet
1090363699129331712	@ChrisMac1270	2019-01-30 03:08:58	Hello Greta. Here in Australia we have an election in the next few months. Our current Prime Minister (who brought a lump of coal into Parliament to ridicule climate change) is ignoring the death of our key river system, millions of fish died in just 3 weeks, photo to follow.1/2	1	Tweet
1090360925213872131	@DeepwaterPierat	2019-01-30 02:57:57	1st, relax. The old scientist picked the worst path for a climate change pattern they couId to advance a # TaxOnCapitalism, like there's many hurricane paths models. There's a formula using wind+baro.pressure+cloud type& past weather pattern A local weatherman taught us at school	0	Tweet
1090351587770261504	@DoctorRobin	2019-01-30 02:20:50	Dear Greta, You are my Hero! Thank-you so much for you brilliant delivery of this very important message! I am so grateful for your activism, you are the Earth's ambassador who is shining the light on this urgent topic! Today, We must all make climate change our highest priority!	0	Tweet
1090294111192653824	@magalibarthes	2019-01-29 22:32:27	Hello Greta, I'd like to talk with you about climate change to suggest an action more important than demonstrators in the streets and also about how to struggle against bullying at school. May I talk with you by Messenger or Email ? Thanks	0	Tweet
1090283059226791936	@CoCannabisCo	2019-01-29 21:48:32	Please explain the difference between whether and climate change to @ realDonaldTrump He doesn't get it.	0	Tweet
1090280766230196225	@DSchueler_	2019-01-29 21:39:25	Keep going, Greta, you are doing the right (not strange) thing!! I'm ashamed that my generation (born in the late 1980s) didn't go on schoolstrike against climate change when we were your age...But I will try to do my part now!	0	Tweet
1090250713098305537	@mk19942	2019-01-29 19:40:00	It's tragic that people aren't fully or at least partly aware of the consequences even today when we have heard of climate change in decades! :( :(	1	Tweet
1090248102773170176	@HalleVerkehrt	2019-01-29 19:29:38	Yes. And for strange and strong action you should always double check if your assumptions still are valid. So whoever is at # climatestrike should also try to learn and understand the science behind climate change, step by step. Risc Analysis. Tipping Points. Rescues.	0	Tweet
1090248045634170885	@TheClimateHawk	2019-01-29 19:29:24	For those not up to date on climate change news ... http://www.sites.google.com/site/climatenewsupdates …	0	Tweet
1090117596639387648	@CarlDevitt	2019-01-29 10:51:03	Idiots... Climate change is a con. Designed to take away your freedom of movement	0	Tweet
1090082041306206209	@DonaldSommers3	2019-01-29 08:29:46	@ GretaThunberg Greta you are an amazing and talented young lady. I am 68 years old and have enjoyed watching you on utube and learning from you about climate change. You are making a difference so PLEASE keep up the good work.	0	Tweet
1090045966340616192	@BouzalasDimitra	2019-01-29 06:06:25	Congratulations Greta! Shame on every adult in that room that has not done enough to prevent Climate change, and much worse, has strategised to thwart initiatives to prevent cc.	0	Tweet
1089911722402471938	@theonlyrealash	2019-01-28 21:12:58	@ GretaThunberg Hi, Ash again. There’s no denying the utter priority of addressing climate change but to bring to your notice, we are currently in the 6th mass extinction of wildlife, rivalling the extinction of dinosaurs. As our intricate, brilliant and bewilderingly complex 1/4	0	Tweet
1089906851267964930	@klimafobie	2019-01-28 20:53:37	@ GretaThunberg why Danes are wiser and more factual than Swedes! What science could teach Ocasio-Cortez (aabout climate change https://nypost.com/2019/01/27/what-science-could-teach-ocastio-cortez-about-climate-change/?utm_source=twitter_sitebuttons&utm_medium=site%20buttons&utm_campaign=site%20buttons … via @ nypost # Lomborg # AOC # ClimateChange # Apocalyps	0	Tweet
1089895784445812738	@dipmelow	2019-01-28 20:09:38	@ GretaThunberg Arnold's secret weapon against Climate change: Danny de Vito as Greta Thunberg ! 🤣🤣 pic.twitter.com/XYdB7UmeeY	0	Tweet
1089773295270916097	@theonlyrealash	2019-01-28 12:02:55	@ GretaThunberg Dear Greta, my partner Avi and I applaud your simplicity which is at the far end of complexity. You are able to in the quietness of your mind see the utter danger mankind faces from climate change. We respect your steely nerves with which you spoke at Davos 1/3	0	Tweet
1089709113880309773	@vijaybtm	2019-01-28 07:47:53	Climate change is real as real as we living. , # GretaThunberg # ClimateChange	0	Tweet
1089675303750819840	@geofranthomas1	2019-01-28 05:33:32	@ GretaThunberg great to see the passion in our youngsters, on topics that matter!! Something we could all learn from ! Let’s act today on # climate change to secure a better world for our next generation!	0	Tweet
1089597334831419395	@GailClayton18	2019-01-28 00:23:43	The solution to climate change is so clear a child 👶🏽 can see it through all the smoke&mirrors.Greta deserves the next Nobel☮️❣️	0	Tweet
1089595542424952832	@realmoney247365	2019-01-28 00:16:35	Unfortunately, young lady, you have been misinformed. Climate Change is about political power and global taxation. The Earth's environment will take care of its self. As it has in times past. @ WhiteHouse @ UN	0	Tweet
1089591446657789954	@DhuyvetterPol	2019-01-28 00:00:19	@ GretaThunberg tells the super rich in Davos that they are to blame. Let the rich also pay for the damage. Do not tell us we do not have the money to combat climate change. The super-rich stole billions from the poor https://twitter.com/GretaThunberg/status/1089079068337864705 …	0	Retweet
1089570000413839363	@dansan1975	2019-01-27 22:35:05	Hi! You are an impressive and brave girl. Could you please tell me what research you are referring to when you talk about climate change?	0	Tweet
1089545264489209857	@nojomd	2019-01-27 20:56:48	I am a history teacher in Silver Spring, Maryland. I am wondering if you would like to Skype into my classroom to chat with young orthodox Jewish women who are interested in raising awareness about climate change. Please message me if you are up to inspiring some peers!	0	Tweet
1089520068084428800	@MarleyButler5	2019-01-27 19:16:41	What a load of Bolshevik balderdash .... climate change is an oxymoron ,,., go back to school and brush up on your physics .... pic.twitter.com/mtB7MkJoBX	0	Tweet
1089509191239163904	@HangryGenXer	2019-01-27 18:33:27	Miss @ GretaThunberg is FIRE 🔥! Just in case you missed her recent speech @ COP24 (United Nations Climate Change Conference)...POWERFUL!! ✊👊💪 https://youtu.be/HzeekxtyFOY pic.twitter.com/zapJSYvooo	0	Tweet
1089463007455916032	@sherzadharis	2019-01-27 15:29:56	@ GretaThunberg, 16, urges world leaders to panic about the impacts of climate change, that can affect our future! She is such a hero! http://bit.ly/2HAqqaK	0	Tweet
1089454904123580416	@SteB777	2019-01-27 14:57:44	What inspires me about Greta is not her courage, her age etc, but her analysis. What has been lacking in advocacy for action on climate change is a simple but accurate message that everyone can understand. Simple, but accurate and focused is the hardest thing to achieve.	1	Tweet
1089450995824947200	@nadiamarzi	2019-01-27 14:42:13	I so hope your words fall on fruitful ground, Greta! In a comment on German radio one journalist said he wasn't very hopeful. He overheard 2 managers talking in a coffee break saying their recent business deals did not take climate change into consideration... # businessasusual	0	Tweet
1089381436195565569	@JPods	2019-01-27 10:05:48	@ GretaThunberg We can end the cause of Climate Change in one year. End all government funding for oil/coal fired infrastructure. Solar-powered mobility networks are 10 time cheaper to build and operate. pic.twitter.com/MYPoq585TR	0	Tweet
1089380569685917697	@JPods	2019-01-27 10:02:22	@ GretaThunberg To making ending slavery a majority objective required 3 years of Civil War. Climate Change is a consequence of a Tyranny of the Majority. Solving Climate Change requires changing how the majority vote. https://vimeo.com/268902441	0	Tweet
1089336042887495681	@mark_o_carroll	2019-01-27 07:05:26	Here is a presentation by Murry Salby on CO2 The sun & space are the predominant driver of earth's climate This is why climate change is also observed on other planets https://m.youtube.com/watch?v=b1cGqL9y548&t=15s …	0	Tweet
1089335211123302400	@gunsnglass	2019-01-27 07:02:07	How come your not getting after Japan about the Fukushima disaster?! The fish in the Pacific Ocean are dieing or have so much radioactive contamination they can't be used for food! Screw climate change!	0	Tweet
1089324247883890690	@brett_porter4	2019-01-27 06:18:34	@ GretaThunberg is a REAL hero. It takes guts to call out world leaders on their complacency with climate change to their face. https://twitter.com/ABM_paints/status/1088871038228738048 …	0	Retweet
1089314517543116800	@Robert51396085	2019-01-27 05:39:54	Naaa, the billionaires ignor climate change. Look at their homes, yachts, use of resources, and more. Rich people want the rest of us to live in poverty so they can use up most of the resources. Plus, academics love climate change for the grant money.	0	Tweet
1089305247686758400	@HerstoryIreland	2019-01-27 05:03:04	@ GretaThunberg is only 16 years old but quickly becoming a leading advocate in the fight against climate change. Here's to teenage girls across the world who are fearlessly blazing a trail for future generations! # Herstory # WhateverItTakes # wef19https://twitter.com/GretaThunberg/status/1089077486489690113 …	0	Retweet
1089234614760235009	@WallisK2	2019-01-27 00:22:23	Definitely Smarter Than Trump, he does NOT believe in Climate Change! Please go pay him a visit!	0	Tweet
1089213838153531392	@CapnSasquatch	2019-01-26 22:59:50	@ GretaThunberg The best way to get the undivided attention of those with money/power to take climate change seriously is to hit them where it hurts. Your millions of colleagues could awaken the world with targeted boycotts in addition to strikes. Money/profit/greed decays morals	0	Tweet
1089204008043069440	@fred_ghar	2019-01-26 22:20:46	it's not juste about climate change, it's also about biodiversity's eradication and fossil fuel depletion ( how are we going to adapt to it without making slavery legal again ? ) This is about human dignity, human rights ! It's about time we stopped neglecting those !	0	Tweet
1089193001270865920	@thegrames	2019-01-26 21:37:02	Newsflash...those “elites” are wealthy because people buy things they make. If you think climate change is due to their wealth, don’t buy anything. Good luck with that. # WhateverItTakes	0	Tweet
1089190860028178432	@VDPazGazette	2019-01-26 21:28:31	Dear brainwashed child, there is no Global Warming, Climate Change. the Earth is always ebbing & flowing. there is no holocaust here but of the mind. Please see Suspicious Observers on youtube. learn some real science. the sun is going to sleep. too bad half our population is too	0	Tweet
1089190241146101760	@McPhersonVickie	2019-01-26 21:26:04	I appreciate you and support your efforts to wake up the world to the urgency of climate change!	0	Tweet
1089174911057182721	@MonochromaticTO	2019-01-26 20:25:09	@ GretaThunberg about # Davos participants: “I think it's very insane and weird that people come here in private jets to discuss climate change.”	0	Tweet
1089162474664939520	@xRebelCanada	2019-01-26 19:35:44	@ GretaThunberg has become an international media sensation and the inspiration for worldwide student protests against climate change inaction ... so you'd think she must be well-covered on @ CBCnews right? Yeah, not so much. # tellthetruth # ClimateBreakdownpic.twitter.com/SSmLxGPD1j	1	Tweet
1089150771197865984	@kreeve	2019-01-26 18:49:13	Go Greta! Thank you for holding adults to account for their unfettered greed and irresponsibility in the face of very clear scientific evidence of climate change and the alarmingly fast pace of destruction whistling past our ears	0	Tweet
1089142654317793280	@karlatrevi79	2019-01-26 18:16:58	Dear Greta, You do not know and understand that climate change is a very normal thing. Don't be afraid, and study. Since hunderthousend of years climate changes. More important is, not having too much people on earth, and reduce waste.Humans are simply not relevant	0	Tweet
1089116948162580481	@SleepInclined	2019-01-26 16:34:49	@ GretaThunberg Hi Greta, thanks for telling it how it is. This is my take on climate change, presented at House of Commons https://youtu.be/KHhXqzk7LhE	0	Tweet
1089116919007985664	@49_hahnang	2019-01-26 16:34:42	I very much like your work for a Climate Change and many people like it too. But on the other hand, very destructive parties from the right wing do not appreciate your actions because they fear them. I wish you all the best und be careful!	0	Tweet
1089112674196164608	@M_M_MacFadyen	2019-01-26 16:17:50	@ CBCTheNational global youth are striking for climate change awareness and for immediate climate action—please cover this story.	0	Tweet
1089099301278625793	@RobertoFramari1	2019-01-26 15:24:42	Greta i like to think you are a kind of a beethoven of the climate change movement. A young genious who will do great good to human kind. Reality wins fantasy, when a 16 years old girl looks more wise then davos crew and adults all around the world	1	Tweet
1089083928600891392	@nicolakidsbooks	2019-01-26 14:23:37	A whole generation is growing up with fear+dread making their lives seem pointless.Yet still the 1st+last items on the news NOT climate change.its like ignoring a bombing raid,or a military coup	1	Tweet
1089080989677219840	@DeKleinf	2019-01-26 14:11:56	You are absolutely right. We must act! On the one hand, the climate change is to be thanked for the fact that the production of goods has increased enormously in recent years due to the rapid economic development of Asian countries. Solution. -> @ blockchain + @ 3dprint = @ erecoin	0	Tweet
1089068296316641280	@HuwpHuw	2019-01-26 13:21:30	@ GretaThunberg A Buddhist is talking about your speech at Davos on the Radio 4 Today programme right now He called you “admirably impatient” for urgent action on climate change during Thought for the day It’s worth a listen if you have time	1	Tweet
1089064433618505728	@IsntSheAmazing	2019-01-26 13:06:09	@ GretaThunberg is being a true ambassador for the Earth at age 16! She is championing the fight against Climate Change and has inspired more youths across the world to do the same. https://twitter.com/UNICEF/status/1088861575438614533 …	0	Retweet
1088979074515681280	@JoshPec24130002	2019-01-26 07:26:58	@ GretaThunberg your inspiring. I would be striking to but for the fact that I would loose 10% of my grade per hour of class missed. They make it very difficult. I am doing what I can though in other ways. For example we need new technology to battle climate change...	0	Tweet
1088963531117072386	@DianaRCabral	2019-01-26 06:25:12	Well done, Greta. You have ignited a spirited dialogue anew on Climate Change. Imagine. The next # decade. # davos	0	Tweet
1088961521072422912	@JJaxFF	2019-01-26 06:17:13	You are an inspiration to everyone, young and old. Thank you for taking a stand against Climate Change.	0	Tweet
1088946791591100419	@Matthias0Lauer	2019-01-26 05:18:41	@ GretaThunberg do not know if u already noticed, jack kelly left @ GoogleDeepMind and wants to use artificial intelligence to mute climate change @ jackclarkSF http://jack-kelly.com/	0	Tweet
1088941202555236353	@shakesquare	2019-01-26 04:56:28	although sorry I do not agree with you on climate change. The Earth is billions of years old, yet scientists have only been studying the weatther for 100 years.	0	Tweet
1088893263027888135	@melissa88429477	2019-01-26 01:45:59	@ GretaThunberg it’s amazing what you are doing. It would be such a good idea if all schools were to show a video of you warning about climate change and what will happen if we don’t act NOW!! X	0	Tweet
1088887608065904640	@Fred_1277	2019-01-26 01:23:30	You say you are very anxious about man-induced climate-change. But, there is no man-induced climate-change. So your ideas have no base. This climate hoax is nothing more than an invention of the left to install a totalitarian society, a planned economy.	0	Tweet
1088885216574390272	@BerndF10	2019-01-26 01:14:00	They told you lies. Man made climate change is a fairy tale. Do not believe them.	0	Tweet
1088853534626373632	@CapnSasquatch	2019-01-25 23:08:07	You have conveyed the urgency of mitigating climate change. "We shall never tire. Put out the fire."	0	Tweet
1088837659324108800	@AlejandroPuron	2019-01-25 22:05:02	You are so amazing! Thanks! Is there any recommendation improving focused actions on sustainability and Climate Change, adressing # meat consumption in foodservice at school that impacts on water&land use, # GHGemissions, health? Food policies are easy to carry out # EATLancet # wef	0	Tweet
1088836430376456193	@mdregan	2019-01-25 22:00:09	@ GretaThunberg Hi Greta, my name is Mike Regan, I'm a producer with the PBS NewsHour, we're national public television news broadcast. Would you be available for a Skype interview this weekend about your efforts on climate change? Thank in advance.	0	Tweet
1088790260732043264	@caroledebaz	2019-01-25 18:56:41	@ GretaThunberg Hi Greta. Yesterday I was trying to get inspiration from my grandmother who always helped me pointing the way... and this morning, I see your TED and feel you are the solution she whispered as I was looking for the right way to tackle climate change. Can we talk?	0	Tweet
1088777006060318720	@stephentrew	2019-01-25 18:04:01	@ GretaThunberg is leading a quiet revolution. School strikes over climate change continue to snowball https://www.theguardian.com/environment/2019/jan/24/school-strikes-over-climate-change-continue-to-snowball … # schoolstrike4climate # schoolstrikeforclimate # schoolstrikepic.twitter.com/SCIuBsaGhE	0	Tweet
1088764844302630912	@B2bKideng	2019-01-25 17:15:41	do you ever heared that there is big controversy about climate change. one is the WHO the other is a group of Scientists. dont get onesided. the big ppl surround you use everything for their agenda. watch open source internet... best wishes, be strong :)	0	Tweet
1088763267747643393	@EUROYOPOL	2019-01-25 17:09:25	Thank you Greta Thunberg for showing leadership to our European youths, this is the reason we are Voteing EU to have in place Government that believes in our fight on Climate Change	0	Tweet
1088746912398958597	@ThisLamaSpit	2019-01-25 16:04:26	And that does what to reduce climate change?	0	Tweet
1088742655637348352	@Nigel_k2	2019-01-25 15:47:31	@ GretaThunberg please create a Gofundme campaign. You have very good ideas about what the world should be doing about climate change. People want to help you. And if you can't use the money yourself, you can give it to people who need it to fight climate change. Thank you	0	Tweet
1088721535857242112	@mexikoi2	2019-01-25 14:23:36	@ GretaThunberg is spearheading a youth movement for climate change that is growing by the day - we need to stop sticking our heads in the sand, grow up and listen Teenage activist takes School Strikes 4 Climate Action to Davos https://www.theguardian.com/environment/2019/jan/24/school-strikes-over-climate-change-continue-to-snowball?CMP=share_btn_tw …	0	Tweet
1088691359223926785	@sggreenwood1	2019-01-25 12:23:41	You go girl all the way to climate change agenda needed for our beautiful earth to survive the onslaught of so many humans and all that entails.	0	Tweet
1088682731431706624	@dabiggapicta	2019-01-25 11:49:24	@ GretaThunberg Take a good look: That's what a true rebel looks like. Globalisation is real. Man-made climate change has yet to be proven. Logic should not be your problem, right? https://twitter.com/LahorJakrlin/status/1088670202391339008 …	2	Retweet
1088682554985725952	@Jogwiththedog	2019-01-25 11:48:42	https://www.theguardian.com/world/2019/jan/24/military-buildup-in-arctic-as-melting-ice-reopens-northern-borders … Climate change and the fact the Arctic is melting is not what governments are thinking about. Britain announced a new “Defence Arctic Strategy” they are more concerned with 'the potential for infrastructure investments in a Polar Silk Road'.	1	Tweet
1088648567504412672	@App4ndey	2019-01-25 09:33:39	That was brave of you to speak the truth in front of powerful people, and specially hold them accountable for climate change issue.	0	Tweet
1088581840674410497	@Timewalkproject	2019-01-25 05:08:30	Climate change and stopping overproduction. The so called market economy results in fashion industry which is polluting our planet.	0	Tweet
1088577659859320832	@SophieWisbrun	2019-01-25 04:51:53	Truth to power, straightforward, honest & rightfully true. "They are all guilty so no-one is to blame." They all clap, so no-one openly commits to act. Next time ask: who is bold enough to stand up & commit to do anything to end climate change. Then there is no hiding but acting.	0	Tweet
1088550279451234305	@bonniejanehall	2019-01-25 03:03:05	@ GretaThunberg Dear Greta, I am an author of a series of climate change fiction books based on science and family values. You can see the books at http://bonniejanehall.com	0	Tweet
1088521235489685504	@bauess	2019-01-25 01:07:40	Climate change should be the priority whether at the Board Table or the dinner table. Any decision-maker, at any level, should put climate change at the top of the agenda. Thanks to Greta Thunberg and Christiana Figueres for keeping it front and centre.	0	Tweet
1088481749074497536	@mrandonian	2019-01-24 22:30:46	The kids are not waiting for our incremental action on climate change. Some of them are taking the lead.	2	Tweet
1088471341353836548	@MikkoVuorela2	2019-01-24 21:49:25	@ GretaThunberg what is your opinion on Nuclear energy? Is it an option in the fight against climate change?	0	Tweet
1088470308259094528	@isoaho_jussi	2019-01-24 21:45:18	Seems that you can quiet also climate change deniers. Maybe they are looking easier targets to their fake news.. When will you go to meet Mr Trump or Putin? 😊	0	Tweet
